gene chrom strand TSS TES
SYTL1 1 f 27668482 27680423
GTF2IP20 1 r 224138967 224180346
TRAF3IP3 1 f 209929376 209953002
LOC102606465 1 f 101491401 101552935
KCNA3 1 r 111196185 111214397
KCNA3 1 r 111196185 111216076
PQLC2 1 f 19638739 19658922
LOC102724601 1 r 174090775 174128425
LOC101928696 1 r 174904083 174923398
SMG5 1 r 156219014 156252620
SRGAP2 1 f 206516199 206637783
BRINP3 1 r 190066796 190446759
CHIA 1 f 111833473 111863188
SH2D1B 1 r 162365055 162381928
GLMN 1 r 92711954 92764566
FMO3 1 f 171060017 171086959
WLS 1 r 68564141 68698229
GUK1 1 f 228327928 228336655
SH2D2A 1 r 156776034 156785939
SRP9 1 f 225965514 225978168
SRM 1 r 11114648 11120091
IVNS1ABP 1 r 185265521 185286461
NBPF6 1 f 108992903 109013260
AMPD2 1 f 110163535 110174677
INTS7 1 r 212113740 212209002
RPL11 1 f 24018268 24022915
SLC35E2 1 r 1656276 1677438
PSMB2 1 r 36065142 36107152
PSMB2 1 r 36065142 36097138
PSMA5 1 r 109941652 109969108
PSMA5 1 r 109941652 109969081
TMEM57 1 f 25757348 25826698
EYA3 1 r 28303783 28415148
TMCC2 1 f 205215623 205242471
FOXJ3 1 r 42642209 42800636
AIM2 1 r 159032274 159046647
LSM10 1 r 36859020 36863560
IGSF21 1 f 18434239 18704977
UBE2T 1 r 202300784 202311094
LINC00115 1 r 761585 762902
C1orf234 1 r 23337326 23342343
LCE1F 1 f 152748847 152749445
HPCAL4 1 r 40144319 40157382
POGZ 1 r 151375199 151414681
TSACC 1 f 156307104 156316785
TMEM125 1 f 43735664 43739673
WDR64 1 f 241815579 241965434
YTHDF2 1 f 29063132 29096287
KIF1B 1 f 10270763 10368655
RBM15 1 f 110881944 110889303
FAF1 1 r 50906934 51425936
MIR320B1 1 f 117214370 117214449
MIR548F1 1 r 186029866 186446655
MIR1295A 1 r 171070868 171070947
MIR320B2 1 r 224444705 224444843
THAP3 1 f 6685209 6695646
SLC6A9 1 r 44462154 44497164
JUN 1 r 59246462 59249785
ATP8B2 1 f 154300275 154323780
IPO9 1 f 201798287 201853422
SUSD4 1 r 223394160 223537544
PRAMEF9 1 r 12998504 13002353
S100A8 1 r 153362507 153363664
S100A7 1 r 153430219 153433137
CGN 1 f 151483861 151511167
GLMP 1 r 156262477 156265480
FAM19A3 1 f 113263188 113269856
SNORA16B 1 f 212526159 212526292
NADK 1 r 1682670 1710297
DPH5 1 r 101455179 101491362
TRNP1 1 f 27320194 27327377
NAV1 1 f 201708962 201796102
MTFR1L 1 f 26146396 26159433
MTFR1L 1 f 26147318 26159433
MTF2 1 f 93544791 93604638
LRRC47 1 r 3696783 3713068
PLEKHG5 1 r 6526151 6545529
LEPR 1 f 65886334 66103176
ACOT7 1 r 6324331 6453826
CTRC 1 f 15764937 15773153
STXBP3 1 f 109289284 109352148
FNDC7 1 f 109255555 109285367
COG2 1 f 230778201 230829731
ZNF496 1 r 247463621 247495045
ADCY10 1 r 167778624 167883464
HTR1D 1 r 23518387 23521222
NUP210L 1 r 153965167 154127592
CTNNBIP1 1 r 9908333 9970316
FBXO6 1 f 11724149 11734409
EVI5 1 r 92974252 93257961
RNASEL 1 r 182542768 182558394
LEFTY1 1 r 226073981 226076846
ARHGAP30 1 r 161016731 161039760
AGO4 1 f 36273827 36323490
ITLN1 1 r 160846329 160854960
RNPC3 1 f 104068577 104097859
RNU5F-1 1 f 220046618 220292777
SNORD44 1 r 173835105 173835166
DENND2D 1 r 111728590 111743325
YARS 1 r 33240839 33283633
TMEM81 1 r 205052256 205053588
MMACHC 1 f 45965855 45976739
TMCC2 1 f 205197037 205242471
RABGAP1L 1 f 174128551 174927327
DENND4B 1 r 153901976 153919154
LINC01225 1 f 31971838 31974167
LOC729970 1 f 95393583 95428826
PDE4DIP 1 r 144890590 144932365
MTR 1 f 236958580 237067281
RCOR3 1 f 211432707 211486655
RCOR3 1 f 211432707 211489725
TSNAX-DISC1 1 f 231664398 231954990
RPTN 1 r 152126070 152131704
C1orf194 1 r 109648572 109656479
TRMT1L 1 r 185087217 185126230
GALE 1 r 24122088 24127034
IRF2BP2 1 r 234740014 234745271
NBPF11 1 r 146032541 146066256
SPRR2D 1 r 153012200 153013594
LHX9 1 f 197881634 197899273
AADACL3 1 f 12776117 12788726
ZBTB8A 1 f 33004745 33071551
LOC103091866 1 f 149576261 149672983
LINC00869 1 r 144300467 144341077
LINC00869 1 f 149576160 149651107
OLFML2B 1 r 161952981 161994255
TRIM58 1 f 248020500 248043438
SYT11 1 f 155829259 155854990
BTF3L4 1 f 52521856 52556388
HPCAL4 1 r 40144319 40157157
MIR5191 1 f 201688635 201688755
DNAJC16 1 f 15853307 15898228
MFSD2A 1 f 40420783 40435640
EXOSC10 1 r 11126669 11159967
TEX38 1 f 47137504 47139256
NUDT17 1 r 145586492 145589435
PPIH 1 f 43124047 43142429
HES4 1 r 934343 935552
RSPO1 1 r 38076950 38100595
TMCC2 1 f 205198058 205242471
ELOVL1 1 r 43829067 43833745
PPIEL 1 r 39987951 40025370
CHIAP2 1 f 111823145 111828730
UOX 1 r 84830640 84863576
FMO4 1 f 171283321 171311223
AKT3 1 r 243663020 244006584
C1orf94 1 f 34632483 34684731
LOC100507564 1 f 53704281 53708455
FAM212B-AS1 1 f 112282462 112290420
LINC01349 1 r 101092605 101112560
TRIM17 1 r 228595635 228604583
C1QA 1 f 22963117 22966175
SEC22B 1 f 145096406 145116997
CTSS 1 r 150702671 150738433
CRABP2 1 r 156669399 156675608
GJB3 1 f 35247910 35251967
ATP6V1G3 1 r 198492351 198510075
UBXN11 1 r 26608772 26633195
CSDE1 1 r 115259533 115300671
LHX4-AS1 1 r 180238797 180243816
GUCA2B 1 f 42619091 42621495
F5 1 r 169481191 169555769
TMEM51-AS1 1 r 15438310 15478960
BCAR3 1 r 94027342 94147394
NBPF25P 1 f 145289769 145370303
HIST2H3A 1 f 149824180 149824687
C1orf105 1 f 172389827 172437969
NIT1 1 f 161087906 161090984
NIT1 1 f 161087861 161095235
CTBS 1 r 85018803 85040163
DDX20 1 f 112298189 112310199
DPH2 1 f 44435652 44439043
PDE4B 1 f 66258855 66840262
C1orf43 1 r 154179176 154193273
AHCTF1 1 r 247002401 247094726
C4BPA 1 f 207277606 207318317
CCT3 1 r 156278751 156308206
DDX11L1 1 f 11873 14409
MIR181A1 1 r 198828172 198828282
SH2D2A 1 r 156776848 156786640
DENND1B 1 r 197521384 197744623
TBX19 1 f 168250277 168283664
PIK3CD-AS2 1 r 9740902 9747632
PIK3CD-AS2 1 r 9732483 9747632
SSBP3 1 r 54691103 54872068
C1orf137 1 f 117236733 117249225
ERO1B 1 r 236378421 236445339
GPATCH4 1 r 156564099 156571279
RASSF5 1 f 206730491 206762616
RASSF5 1 f 206680862 206762616
SAMD13 1 f 84764048 84816481
FAM163A 1 f 179712297 179785333
SLC35F3 1 f 234040457 234460264
C1orf56 1 f 151020258 151023871
PIGM 1 r 159997461 160001783
MPZL1 1 f 167691186 167761156
ESRRG 1 r 216676587 217311097
MIR6859-4 1 r 17368 17436
OR2M1P 1 f 248285437 248286082
EPHA2 1 r 16450831 16482582
SHISA4 1 f 201857804 201861715
MIR5585 1 f 32552549 32552608
ENO1 1 r 8921058 8939151
PTGFRN 1 f 117452544 117532980
PGD 1 f 10459174 10480568
RIIAD1 1 f 151694012 151702082
EFNA3 1 f 155051347 155060014
NBL1 1 f 19974103 19984949
NBL1 1 f 19969902 19984949
NBL1 1 f 19969722 19984949
NBPF12 1 f 146373856 146467639
RABGGTB 1 f 76251878 76260775
TRIM46 1 f 155146262 155153091
LINC00210 1 f 218066241 218094146
RWDD3 1 f 95699710 95712781
SYF2 1 r 25548766 25559013
NSL1 1 r 212899494 212965139
ATPAF1 1 r 47100710 47134099
PPOX 1 f 161136180 161141010
MRPL20 1 r 1337275 1342693
EIF4G3 1 r 21267737 21501251
LY9 1 f 160765863 160798045
C1orf105 1 f 172422032 172437969
SRSF4 1 r 29474249 29508637
AGT 1 r 230838271 230850336
LYST 1 r 235824330 236030227
NOTCH2 1 r 120477735 120612317
HIST2H2AA4 1 r 149813784 149814318
CD55 1 f 207494816 207514111
AUNIP 1 r 26158403 26185949
MYCL 1 r 40365283 40367687
TNFSF18 1 r 173010359 173020103
COA6 1 f 234509428 234519795
WNT9A 1 r 228109164 228135676
CELSR2 1 f 109792640 109818378
MIR1290 1 r 19223564 19223642
HNRNPCL3 1 r 12907229 12908235
CLCC1 1 r 109472129 109493070
USP33 1 r 78161673 78225564
CDC42 1 f 22379119 22419436
AIM1L 1 r 26648349 26680621
DCDC2B 1 f 32674694 32681797
AHDC1 1 r 27860755 27930005
ITLN2 1 r 160914815 160924589
LOC101927468 1 r 147680369 147719342
KMO 1 f 241695433 241758949
HIPK1-AS1 1 r 114466622 114471880
SKINTL 1 r 48567386 48648100
NLRP3 1 f 247579457 247612406
SNIP1 1 r 38000049 38019945
CEPT1 1 f 111682248 111727724
NTRK1 1 f 156785541 156851642
PRMT6 1 f 107599266 107601916
HSD11B1 1 f 209859524 209908295
PLD5 1 r 242251688 242612784
HMGB4 1 f 34329679 34330392
SMCP 1 f 152850797 152857523
GRHL3 1 f 24649529 24681808
TMEM52 1 r 1849028 1850740
PRAMEF26 1 r 13052393 13112702
CD1D 1 f 158149736 158156216
CD1C 1 f 158259562 158264564
S100A7A 1 f 153388999 153395701
C1orf109 1 r 38147241 38156267
CYMP 1 f 111023387 111033891
OMA1 1 r 58946390 59012471
ZSCAN20 1 f 33938231 33961995
TRIM11 1 r 228581376 228594517
NID1 1 r 236139131 236228481
PPIAL4C 1 r 144363461 144364246
PPIAL4C 1 r 147954634 147955419
PPIAL4C 1 f 149553002 149553787
PDE4DIP 1 r 144951760 144995033
SERINC2 1 f 31883020 31907527
PPP1R12B 1 f 202509241 202557697
PRKAA2 1 f 57110989 57181008
PPP2R5A 1 f 212458878 212535205
LMX1A 1 r 165171103 165325478
PRPF38B 1 f 109234931 109244422
IARS2 1 f 220267454 220321383
TMEM39B 1 f 32538502 32568467
MRPL24 1 r 156707093 156710923
IL19 1 f 206972214 207016326
FNDC5 1 r 33327868 33336414
PIGC 1 r 172410596 172413230
DPM3 1 r 155112366 155112996
C1orf195 1 r 15494969 15498120
ZNHIT6 1 r 86115105 86174116
PDPN 1 f 13911966 13944452
PRAMEF12 1 f 12834990 12838048
PFKFB2 1 f 207226619 207251162
BCL9 1 f 147013270 147098020
ASTN1 1 r 176830199 177134040
SRRM1 1 f 24970049 24999772
OTUD7B 1 r 149912228 149982686
CLCA3P 1 f 87099958 87121059
LRRC38 1 r 13801444 13840242
SHE 1 r 154451953 154474526
SLC6A9 1 r 44462154 44483012
DNAJB4 1 f 78470635 78482995
RER1 1 f 2323213 2336885
CDK11A 1 r 1634169 1655791
CD244 1 r 160799949 160832692
NBPF25P 1 r 148250249 149109725
ETV3L 1 r 157061834 157069600
HIST2H3D 1 r 149784779 149785236
CDC42 1 f 22379119 22417296
DAP3 1 f 155658884 155708800
ERMAP 1 f 43282775 43310660
SNORD38A 1 f 45243513 45243584
CACHD1 1 f 64936475 65158741
LYST 1 r 235989622 236047008
TRAF5 1 f 211500147 211548286
HMGB4 1 f 34326075 34330392
GSTM2 1 f 110210643 110217908
FLJ27354 1 r 90090407 90098453
LOC100505666 1 r 155017667 155036467
LOC100505666 1 r 155017667 155023641
C1orf50 1 f 43232915 43241413
MIR1278 1 f 193105632 193105713
WASF2 1 r 27730729 27816698
TTC4 1 f 55181494 55208328
CSRP1 1 r 201452657 201476387
WNT2B 1 f 113009162 113063910
FMO5 1 r 146657839 146697230
KIAA0754 1 f 39875175 39882154
DEDD 1 r 161090768 161102478
CASP9 1 r 15817895 15851285
SLC45A3 1 r 205626980 205649630
MEGF6 1 r 3404505 3528059
GADD45A 1 f 68150859 68154021
TNN 1 f 175036993 175117202
RSC1A1 1 f 15986363 15988217
TTC39A 1 r 51752929 51810788
FMO5 1 r 146655883 146697230
HFM1 1 r 91726322 91870426
TCEA3 1 r 23707401 23751272
ROR1 1 f 64239689 64647179
PIK3R3 1 r 46505811 46598380
SLC22A15 1 f 116519118 116612675
BCAR3 1 r 94027342 94146926
HDGF 1 r 156711898 156721543
HNRNPU 1 r 245013601 245027827
WDR78 1 r 67303281 67390570
PANK4 1 r 2439969 2458067
ENAH 1 r 225674533 225840845
RAVER2 1 f 65210777 65298914
H3F3AP4 1 f 226250427 226259703
DUSP5P1 1 f 228780656 228788159
F11R 1 r 160965000 160991133
LYSMD1 1 r 151132223 151138370
SSR2 1 r 155978838 155990758
LIX1L 1 f 145477066 145501669
CCDC17 1 r 46085715 46089731
CAPN2 1 f 223889294 223963720
SEMA4A 1 f 156123321 156147542
MIR135B 1 r 205417429 205417526
MACF1 1 f 39549838 39952810
GFI1 1 r 92940317 92951628
GFI1 1 r 92940317 92949356
IL6R 1 f 154377668 154410561
MIR1231 1 f 201777738 201777830
TMOD4 1 r 151142462 151148547
C1orf204 1 r 159804263 159825137
OLFML3 1 f 114522012 114524876
CD55 1 f 207494816 207534311
STX6 1 r 180941849 180992257
LOC101927412 1 f 81001439 81112473
GBAP1 1 r 155183615 155197325
SLC5A9 1 f 48688356 48714316
CD5L 1 r 157800703 157811634
UQCRH 1 f 46769284 46782449
PLEKHN1 1 f 901876 910484
AURKAPS1 1 r 220439520 220441057
PRAMEF14 1 r 13447413 13452656
LGALS8-AS1 1 r 236686368 236687808
DNAJC6 1 f 65730376 65881552
DNTTIP2 1 r 94335013 94344762
GIPC2 1 f 78511588 78604133
PSEN2 1 f 227058272 227083804
ZNF281 1 r 200374074 200379186
UCK2 1 f 165796731 165880855
PRDX6 1 f 173446485 173457946
FCRLB 1 f 161692442 161697933
HIST3H2A 1 r 228645064 228645560
CPT2 1 f 53662100 53679869
OTUD3 1 f 20208887 20239437
WLS 1 r 68591040 68698284
GPR89A 1 r 145764594 145827103
LINC00623 1 r 144298163 144341756
LINC00623 1 f 149575481 149619134
LINC01136 1 r 203267885 203274453
SLC50A1 1 f 155107819 155111334
SLC50A1 1 f 155108287 155111334
FAM167B 1 f 32712817 32714461
EPHA10 1 r 38181645 38230824
PSMB4 1 f 151372040 151374412
PSMB2 1 r 36065142 36107445
RAB4A 1 f 229406808 229441640
LOC100147773 1 f 165738165 165744685
RNF2 1 f 185014550 185071740
OR4F3 1 f 367658 368597
UHMK1 1 f 162467594 162499419
DCST2 1 r 154991002 155006257
C1orf228 1 f 45140393 45191263
SPTA1 1 r 158580495 158656506
RPL5 1 f 93297593 93307481
KIAA0907 1 r 155882833 155904233
PLA2G4A 1 f 186798031 186958113
PARP1 1 r 226548391 226595801
SYNC 1 r 33145506 33168361
TEX35 1 f 178482211 178491789
TMEM222 1 f 27648635 27662891
ITPKB 1 r 226819390 226926876
FHAD1 1 f 15573767 15724622
TOR3A 1 f 179051111 179065129
LOC649324 1 f 13194517 13199727
LOC101927587 1 r 84041470 84326679
LOC101927560 1 r 84267198 84326229
LOC649324 1 r 13161985 13167193
LINC01353 1 f 203256827 203257924
LINC01353 1 f 203256279 203257924
LOC645354 1 f 13194517 13199727
LOC645354 1 r 13161985 13167193
PDZK1P1 1 r 147466093 147487188
PIK3R3 1 r 46505811 46598467
PIK3R3 1 r 46505811 46642167
COLGALT2 1 r 183898795 184006904
PRAMEF8 1 f 12976466 12980300
PRAMEF8 1 r 13607699 13611533
CYB5RL 1 r 54638026 54665746
DNAJA1P5 1 f 102337567 102360299
SLC6A17 1 f 110693131 110744823
SCNN1D 1 f 1215815 1227409
OR2T10 1 r 248756130 248757069
MCOLN3 1 r 85483764 85514223
MDM4 1 f 204485506 204527248
DHDDS 1 f 26758772 26797795
PDIK1L 1 f 26437655 26452039
ESRRG 1 r 216676587 216978709
ESRRG 1 r 216676587 217113015
AK4 1 f 65613231 65697828
CAMSAP2 1 f 200708685 200829835
NOTCH2NL 1 f 145209112 145286270
APOBEC4 1 r 183615410 183622448
LOC440704 1 f 190594019 190770788
LINC01057 1 r 95123088 95285837
CHRM3-AS1 1 r 240061318 240063172
LOC101929181 1 f 11669587 11673411
FLJ37453 1 r 16160709 16174642
EMBP1 1 f 121260909 121313686
LOC100131107 1 r 152051888 152053400
HLX 1 f 221052742 221058400
RUSC1 1 f 155290639 155300909
ARV1 1 f 231114822 231136479
FUCA1 1 r 24171571 24194859
MARC2 1 f 220921675 220957596
TTC22 1 r 55250223 55266941
FBXO2 1 r 11708417 11714888
DCAF8 1 r 160209011 160232277
DCAF8 1 r 160209011 160232318
DCAF8 1 r 160185504 160232318
RASAL2-AS1 1 r 178060642 178063128
KCNA2 1 r 111136201 111174096
RASAL2 1 f 178310605 178448648
NR0B2 1 r 27237974 27240567
SLC16A1 1 r 113454469 113498685
LINC00260 1 f 203699704 203700979
C8B 1 r 57394882 57431813
RNVU1-20 1 f 149605916 149606079
C1orf159 1 r 1017197 1051736
TRABD2B 1 r 48226199 48462562
SMPDL3B 1 f 28261465 28282991
CLSTN1 1 r 9789078 9884584
GDAP2 1 r 118419333 118472302
PYGO2 1 r 154929501 154934258
PRKACB 1 f 84543657 84704181
PMF1-BGLAP 1 f 156182778 156213123
PMF1 1 f 156182778 156209868
LRRIQ3 1 r 74491701 74663871
TMEM201 1 f 9648931 9665020
TMED5 1 r 93615298 93646246
CFHR2 1 f 196912933 196928356
LRRC40 1 r 70610484 70671361
CASZ1 1 r 10707262 10856733
MT1HL1 1 r 237167402 237167718
IFI44L 1 f 79086066 79111830
ST7L 1 r 113066140 113161761
KIAA1522 1 f 33231234 33240571
MAN1C1 1 f 25943958 26112698
PHLDA3 1 r 201433411 201438299
KIF17 1 r 20990506 21044510
CHRNB2 1 f 154540256 154552353
VN1R5 1 f 247419373 247420447
RPE65 1 r 68894506 68915642
DFFB 1 f 3773830 3801993
CYP4X1 1 f 47489239 47516423
TTC39A 1 r 51752929 51796236
TTC39A 1 r 51752929 51795874
TTC39A 1 r 51752929 51763633
RGL1 1 f 183605181 183897685
RGL1 1 f 183774214 183897685
ADGRL2 1 f 82165454 82458422
ADGRL2 1 f 82266081 82458422
H6PD 1 f 9294862 9331394
NEK2 1 r 211836113 211848972
NGF 1 r 115828536 115880857
LOC100506801 1 f 21619782 21626362
MKNK1-AS1 1 f 47004367 47035927
TSNAX 1 f 231664398 231702269
PIAS3 1 f 145575987 145586546
TRIT1 1 r 40306705 40349177
IQGAP3 1 r 156495196 156542396
MR1 1 f 181002560 181031074
PTP4A2 1 r 32372021 32385259
OR6K2 1 r 158669467 158670442
CYP4Z2P 1 r 47308766 47366147
LYPD8 1 r 248902716 248903151
KCNN3 1 r 154669941 154842754
SPSB1 1 f 9352940 9429590
TTC39A-AS1 1 f 51795325 51796953
PLCH2 1 f 2407753 2436969
C1orf140 1 r 221503269 221509638
ZNF697 1 r 120161999 120190390
ADORA1 1 f 203096835 203136533
ADSS 1 r 244571793 244615436
GPR153 1 r 6307405 6321035
PLEKHG5 1 r 6526151 6550654
PDIA3P1 1 f 146649429 146651528
TMIGD3 1 r 112025969 112046743
RNVU1-19 1 f 147994145 147994313
RNVU1-19 1 r 149514089 149514256
DNASE2B 1 f 84864214 84880691
C1orf27 1 f 186344889 186390503
SNHG12 1 r 28905049 28908366
ATP1A1-AS1 1 r 116948039 116961181
ATP1A1-AS1 1 r 116947335 116961205
ATP1A1-AS1 1 r 116947335 116961197
MSTO2P 1 f 155579978 155584616
MSTO2P 1 f 155715558 155720479
ACBD3 1 r 226332379 226374423
TPM3 1 r 154159733 154164543
FAM229A 1 r 32826870 32827844
SMYD2 1 f 214454564 214510477
CFHR5 1 f 196946666 196978803
DTL 1 f 212208894 212278348
ADAR 1 r 154554533 154578776
FMOD 1 r 203309748 203320557
IVL 1 f 152881038 152884362
ASPM 1 r 197053256 197115824
HES3 1 f 6304251 6305638
C1orf53 1 f 197871681 197876497
PROX1 1 f 214161277 214214847
UBE2U 1 f 64669489 64710027
TMEM56 1 f 95582893 95663161
AGMAT 1 r 15898193 15911605
ALG6 1 f 63833260 63904233
CR1 1 f 207669472 207815110
PLOD1 1 f 11994723 12035599
C1orf112 1 f 169764549 169822229
ENSA 1 r 150595753 150602098
HSD3B2 1 f 119957553 119965662
IER5 1 f 181057637 181059979
SCMH1 1 r 41492870 41628689
SYCP1 1 f 115397423 115537990
PDE4B 1 f 66378927 66840262
RGS16 1 r 182567757 182573548
SLC1A7 1 r 53573599 53608304
RLF 1 f 40627040 40706593
SLC35D1 1 r 67465014 67520080
KNCN 1 r 47011315 47016887
CASP9 1 r 15817895 15850940
SPAG17 1 r 118496287 118727848
AMY1A 1 f 104198140 104207173
AMY1A 1 r 104230039 104239073
SRGAP2C 1 f 206516199 206581301
HPDL 1 f 45792544 45794346
FAM151A 1 r 55074849 55089200
MRTO4 1 f 19578074 19586622
SF3B4 1 r 149895208 149900144
OPN3 1 r 241756451 241803701
INPP5B 1 r 38326368 38412729
TARS2 1 f 150459839 150480085
TFB2M 1 r 246703862 246729565
FCGR1B 1 r 120927646 120935944
EFCAB7 1 f 63988971 64038364
TNFSF4 1 r 173152869 173174697
RPA2 1 r 28218035 28241308
LAMTOR2 1 f 156024516 156028301
PLEKHG5 1 r 6526151 6546014
PLEKHG5 1 r 6526151 6550640
FAM46B 1 r 27331510 27339333
PTPRF 1 f 43996546 44089343
C1orf100 1 f 244515936 244552388
DISC1 1 f 231762560 232002452
ZBTB40 1 f 22778343 22857650
EFCAB2 1 f 245133630 245288530
MTF1 1 r 38275238 38325292
STMN1 1 r 26226606 26232993
LAMC2 1 f 183155173 183214262
WNT4 1 r 22443797 22469519
SCMH1 1 r 41492870 41625605
LOC101928241 1 r 96719624 96839681
CELA3B 1 f 22303417 22315847
CFH 1 f 196621007 196670695
MCOLN2 1 r 85391265 85462805
EPHB2 1 f 23037330 23247993
NOS1AP 1 f 162039580 162339813
ALX3 1 r 110602996 110613322
LINC00853 1 f 47644921 47646011
GALNT2 1 f 230202941 230227777
NBPF9 1 r 148250248 148346929
HIST2H2BE 1 r 149856009 149858232
DPM3 1 r 155112366 155112883
PEX11B 1 f 145516559 145523732
GJA8 1 f 147374945 147381395
TRIM17 1 r 228596474 228604583
CAMTA1 1 f 6845383 7829766
CDC14A 1 f 100818022 100965021
ARHGEF2 1 r 155916629 155948336
WASH7P 1 r 14361 29370
FCRL6 1 f 159772172 159786047
FGR 1 r 27938800 27952751
ASB17 1 r 76384557 76398116
TMEM59 1 r 54492353 54519111
SEMA6C 1 r 151104162 151119140
ELK4 1 r 205577070 205602000
TEKT2 1 f 36549675 36553876
LOC343052 1 f 153766422 153768778
LOC101927787 1 f 234782034 234796670
LOC101927851 1 r 235093089 235099746
GNPAT 1 f 231376918 231413719
EIF4G3 1 r 21132784 21437876
LOC100506022 1 r 9485152 9488975
LOC100506022 1 r 9485152 9489055
LOC100505887 1 f 6787586 6790072
LOC100505887 1 f 6784804 6790072
PTP4A2 1 r 32372021 32403988
SWT1 1 f 185126290 185260913
HS2ST1 1 f 87380334 87575681
ZZZ3 1 r 78028100 78149112
CTPS1 1 f 41444970 41478237
RTCA-AS1 1 r 100730297 100731730
EDARADD 1 f 236558715 236648008
LMNA 1 f 156084460 156107657
C1orf168 1 r 57184476 57285369
CYP4A22 1 f 47603096 47613153
PRAMEF6 1 f 13359832 13368936
PDE4B 1 f 66797790 66840262
ECHDC2 1 r 53361581 53387446
LOC100132111 1 f 151810944 151816641
GALE 1 r 24122088 24127294
SYT2 1 r 202559724 202679551
MTMR11 1 r 149900542 149908266
PKLR 1 r 155259083 155270792
MAEL 1 f 166944818 166991449
DCLRE1B 1 f 114447914 114456708
RIT1 1 r 155867598 155880706
RIT1 1 r 155867598 155881193
AMPD2 1 f 110168048 110174677
OR2T2 1 f 248616098 248617073
HSPB7 1 r 16340522 16345285
KCNA3 1 r 111215073 111217655
GLRX2 1 r 193065594 193075244
THEM5 1 r 151819576 151826173
FAM102B 1 f 109102970 109181949
CFAP74 1 r 1853389 1935276
AMY1A 1 f 104292278 104301311
SPRR2G 1 r 153122057 153123427
OR2L1P 1 f 248153568 248154493
ACOT7 1 r 6324331 6445883
LOC100129046 1 f 94057524 94065587
MORN1 1 r 2286613 2323190
S100A13 1 r 153591275 153600715
S100A2 1 r 153533584 153538306
PRCC 1 f 156737273 156770609
AMY1A 1 f 104198301 104207173
ATP8B2 1 f 154298035 154310322
ENSA 1 r 150594598 150602098
LOC729867 1 r 160171988 160178659
AK5 1 f 77748286 78025654
PLEKHG5 1 r 6526151 6580121
DISC1 1 f 231762560 231886365
DISC1 1 f 231762560 231838307
RUSC1 1 f 155294185 155300909
RUSC1 1 f 155293727 155300909
MIR548AA1 1 f 100154610 100178513
SORT1 1 r 109852187 109940563
SH3D21 1 f 36772707 36786948
RNF223 1 r 1007125 1009687
MIIP 1 f 12079298 12092106
MTX1 1 f 155178489 155183630
CELF3 1 r 151672533 151689296
CELF3 1 r 151672533 151688792
RAB42 1 f 28918711 28921088
C1orf158 1 f 12806133 12821102
ATP5F1 1 f 111991742 112004525
RGS18 1 f 192127591 192154945
NBPF8 1 f 144614958 144830407
PDZK1IP1 1 r 47649260 47655771
AKNAD1 1 r 109358519 109399726
PGM1 1 f 64058946 64125916
DLGAP3 1 r 35331036 35395186
RUNX3 1 r 25226001 25291501
ITPKB-IT1 1 r 226843780 226862769
BLACAT1 1 r 205404013 205425214
FLG-AS1 1 f 152285934 152339168
CHRM3-AS2 1 r 239870425 239882419
TXNIP 1 f 145438437 145442628
POLR3C 1 r 145590666 145611044
OR2M3 1 f 248366369 248367308
COA7 1 r 53152013 53164038
BRDT 1 f 92417708 92479985
RGS4 1 f 163039043 163046592
WLS 1 r 68591040 68698229
YOD1 1 r 207217193 207224422
SZRD1 1 f 16693524 16724643
GON4L 1 r 155734252 155827086
GBA 1 r 155204238 155211069
AMY1C 1 f 104198302 104207172
TRIM46 1 f 155147229 155157447
PCAT6 1 f 202780073 202781041
LCE6A 1 f 152815329 152816459
GGPS1 1 f 235491868 235507844
LOC440600 1 r 110828998 110881793
LOC100506747 1 r 202955579 202976393
NMNAT2 1 r 183217371 183387634
GNAI3 1 f 110091185 110138454
GRHL3 1 f 24646055 24681808
B4GALT2 1 f 44444873 44456843
PAPPA2 1 f 176432306 176660341
CA6 1 f 9005892 9034503
PLD5 1 r 242251688 242687998
TCTEX1D1 1 f 67218139 67244730
CFAP126 1 r 161334520 161337673
MAGOH 1 r 53692563 53704282
PRAMEF10 1 f 13629924 13635299
GALNT2 1 f 230202941 230417876
MAN1A2 1 f 117910084 118068320
KLF17 1 f 44584521 44600809
OR2M7 1 r 248486931 248487870
RPL22 1 r 6245079 6259679
SLAMF9 1 r 159921281 159924044
SNORA59A 1 f 12567299 12567451
KAZN 1 f 15256295 15394651
ZMYM4 1 f 35734567 35887545
FMN2 1 f 240255184 240638489
HES5 1 r 2460183 2461684
DNAH14 1 f 225117355 225211991
L1TD1 1 f 62660473 62678001
SNORD78 1 r 173834770 173834824
SNORD77 1 r 173835448 173835509
SNORD76 1 r 173835772 173835853
SNORD75 1 r 173836016 173836076
SNORD80 1 r 173833970 173834041
SNORD79 1 r 173834487 173834568
SRGAP2D 1 f 206557366 206581301
SRGAP2D 1 f 121107151 121131061
KHDRBS1 1 f 32479294 32526460
PEX11B 1 f 145516630 145523732
ERMAP 1 f 43291248 43310660
PRKACB 1 f 84629866 84704181
MIR1182 1 r 231155573 231155670
LOC645382 1 f 13409134 13414502
LOC645382 1 f 13629931 13635299
LOC400736 1 r 13447413 13452656
LOC400736 1 r 13668268 13673511
FAM78B 1 r 166039255 166135958
FAM69A 1 r 93298285 93427079
TPRG1L 1 f 3541555 3546694
FPGT-TNNI3K 1 f 74663895 75010116
